,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Setosa = 0,,Learning Rate,,0.1,,,,,,,,,,,,,
,44,5.5,2.3,4,1.3,1,,0.3555398713,-0.1604182632,0.007144861571,0.4245855622,0.5203587543,1.864481235,0.8658184179,1,-0.1341815821,0.01800469696,,-0.03117759648,-0.1714767807,-0.07170847191,-0.1247103859,-0.04053087543
,45,6.5,2.8,4.6,1.5,1,,0.3586576309,-0.1432705851,0.01431570876,0.4370566008,0.5244118419,2.264560939,0.9058991527,1,-0.09410084729,0.00885496946,,-0.01604341866,-0.1042822213,-0.04492157225,-0.07379972585,-0.02406512799
,46,5.7,2.8,4.5,1.3,1,,0.3602619728,-0.132842363,0.01880786599,0.4444365734,0.5268183547,2.34055097,0.912180232,1,-0.08781976801,0.007712311653,,-0.01407003647,-0.08019920786,-0.03939610211,-0.0633151641,-0.01829104741
,47,6.3,3.3,4.7,1.6,1,,0.3616689764,-0.1248224422,0.0227474762,0.4507680898,0.5286474594,2.614800219,0.9318080439,1,-0.06819195614,0.004650142883,,-0.008666081087,-0.05459631084,-0.02859806759,-0.04073058111,-0.01386572974
,48,4.9,2.4,3.3,1,1,,0.3625355845,-0.1193628111,0.02560728296,0.4548411479,0.5300340324,1.87012511,0.866472753,1,-0.133527247,0.01782952568,,-0.03089759641,-0.1513982224,-0.07415423138,-0.1019620681,-0.03089759641
,49,6.6,2.9,4.6,1.3,1,,0.3656253442,-0.1042229889,0.03302270609,0.4650373547,0.533123792,2.605752227,0.9312308669,1,-0.06876913308,0.004729193665,,-0.008807942233,-0.05813241874,-0.02554303248,-0.04051653427,-0.0114503249
,50,5.2,2.7,3.9,1.4,1,,0.3665061384,-0.09840974701,0.03557700934,0.4690890082,0.5342688245,2.528256865,0.9260991427,1,-0.07390085733,0.005461336714,,-0.0101154785,-0.05260048819,-0.02731179194,-0.03945036614,-0.0141616699
,51,5,2,3.5,1,1,,0.3675176862,-0.09314969819,0.03830818854,0.4730340448,0.5356849915,2.169689721,0.8974944249,1,-0.1025055751,0.01050739292,,-0.01886065313,-0.09430326566,-0.03772130626,-0.06601228596,-0.01886065313
,52,5.9,3,4.2,1.5,1,,0.3694037516,-0.08371937162,0.04208031916,0.4796352734,0.5375710568,2.82252515,0.9438809728,1,-0.05611902717,0.00314934521,,-0.005945214042,-0.03507676285,-0.01783564213,-0.02496989898,-0.008917821063
,53,6,2.2,4,1,1,,0.369998273,-0.08021169534,0.04386388338,0.4821322633,0.5384628389,2.452220536,0.9207236828,1,-0.07927631722,0.006284734473,,-0.01157300774,-0.06943804643,-0.02546061702,-0.04629203095,-0.01157300774
,54,6.1,2.9,4.7,1.4,1,,0.3711555737,-0.0732678907,0.04640994508,0.4867614664,0.5396201397,3.102057369,0.9569775298,1,-0.04302247023,0.001850932944,,-0.003542602474,-0.02160987509,-0.01027354717,-0.01665023163,-0.004959643463
,55,5.6,2.9,3.6,1.3,1,,0.371509834,-0.07110690319,0.04743729979,0.4884264895,0.540116104,2.571365643,0.92899583,1,-0.07100416995,0.005041592151,,-0.00936723617,-0.05245652255,-0.02716498489,-0.03372205021,-0.01217740702
,56,6.7,3.1,4.4,1.4,1,,0.3724465576,-0.06586125093,0.05015379828,0.4917986946,0.5413338447,3.00843459,0.9529537221,1,-0.04704627786,0.00221335226,,-0.00421844455,-0.02826357848,-0.0130771781,-0.01856115602,-0.00590582237
,57,5.6,3,4.5,1.5,1,,0.372868402,-0.06303489308,0.05146151609,0.4936548102,0.541924427,3.208590835,0.9611562887,1,-0.03884371128,0.001508833906,,-0.002900450395,-0.01624252221,-0.008701351184,-0.01305202678,-0.004350675592
,58,5.8,2.7,4.1,1,1,,0.3731584471,-0.06141064086,0.05233165121,0.4949600128,0.5423594945,2.729967736,0.9387719827,1,-0.06122801733,0.003748870106,,-0.007038668444,-0.04082427698,-0.0190044048,-0.02885854062,-0.007038668444
,59,6.2,2.2,4.5,1.5,1,,0.3738623139,-0.05732821317,0.05423209169,0.4978458669,0.5430633614,3.192639437,0.9605563447,1,-0.03944365529,0.001555801943,,-0.002988870854,-0.0185309993,-0.006575515879,-0.01344991884,-0.004483306281
,60,5.6,2.5,3.9,1.1,1,,0.374161201,-0.05547511324,0.05488964328,0.4991908588,0.543511692,2.745431886,0.9396548408,1,-0.06034515917,0.003641538235,,-0.006843578061,-0.03832403714,-0.01710894515,-0.02668995444,-0.007527935867
,61,5.9,3.2,4.8,1.8,1,,0.3748455588,-0.05164270952,0.0566005378,0.5018598542,0.5442644856,3.639878668,0.9744161871,1,-0.02558381286,0.0006545314804,,-0.001275572139,-0.00752587562,-0.004081830845,-0.006122746267,-0.00229602985
,62,6.1,2.8,4,1.3,1,,0.374973116,-0.05089012196,0.05700872088,0.5024721288,0.5444940886,2.941898621,0.949879195,1,-0.05012080504,0.002512095098,,-0.004772373739,-0.02911147981,-0.01336264647,-0.01908949496,-0.006204085861
,63,6.3,2.5,4.9,1.5,1,,0.3754503534,-0.04797897398,0.05834498553,0.5043810783,0.5451144972,3.508184311,0.9709197427,1,-0.02908025728,0.0008456613633,,-0.001642138626,-0.01034547335,-0.004105346566,-0.00804647927,-0.00246320794
,64,6.1,2.8,4.7,1.2,1,,0.3756145673,-0.04694442664,0.05875552018,0.5051857263,0.545360818,3.282574916,0.9638261661,1,-0.03617383388,0.001308546258,,-0.002522422245,-0.0153867757,-0.007062782286,-0.01185538455,-0.003026906694
,65,6.4,2.9,4.3,1.3,1,,0.3758668095,-0.04540574908,0.05946179841,0.5063712647,0.5456635086,3.14446823,0.9586902005,1,-0.04130979951,0.001706499535,,-0.003272008763,-0.02094085608,-0.009488825413,-0.01406963768,-0.004253611392
,66,6.6,3,4.4,1.4,1,,0.3761940104,-0.04331166347,0.06041068095,0.5077782285,0.5460888698,3.270317697,0.9633963766,1,-0.03660362341,0.001339825247,,-0.002581565576,-0.0170383328,-0.007744696727,-0.01135888853,-0.003614191806
,67,6.8,2.8,4.8,1.4,1,,0.3764521669,-0.04160783019,0.06118515063,0.5089141173,0.546450289,3.472655511,0.9698996412,1,-0.03010035881,0.0009060316004,,-0.001757519448,-0.01195113225,-0.004921054455,-0.008436093352,-0.002460527228
,68,6.7,3,5,1.7,1,,0.3766279189,-0.04041271696,0.06167725607,0.5097577267,0.5466963417,3.769066898,0.9774467999,1,-0.02255320012,0.0005086468356,,-0.0009943504434,-0.006662147971,-0.00298305133,-0.004971752217,-0.001690395754
,69,6,2.9,4.5,1.5,1,,0.3767273539,-0.03974650216,0.06197556121,0.5102549019,0.5468653813,3.434422599,0.9687631782,1,-0.0312368218,0.0009757390365,,-0.0018905201,-0.0113431206,-0.00548250829,-0.00850734045,-0.00283578015
,70,5.7,2.6,3.5,1,1,,0.3769164059,-0.0386121901,0.06252381203,0.511105636,0.5471489593,2.655407519,0.9343434988,1,-0.06565650118,0.004310776147,,-0.008055491335,-0.04591630061,-0.02094427747,-0.02819421967,-0.008055491335
,71,5.5,2.4,3.8,1.1,1,,0.3777219551,-0.03402056004,0.06461823978,0.5139250579,0.5479545084,2.90135783,0.9479135185,1,-0.05208648152,0.002713001557,,-0.005143381703,-0.02828859936,-0.01234411609,-0.01954485047,-0.005657719873
,72,5.5,2.4,3.7,1,1,,0.3782362932,-0.03119170011,0.06585265139,0.515879543,0.5485202804,2.822002895,0.9438533028,1,-0.05614669724,0.003152451611,,-0.005950903729,-0.03272997051,-0.01428216895,-0.0220183438,-0.005950903729
,73,5.8,2.7,3.9,1.2,1,,0.3788313836,-0.02791870306,0.06728086828,0.5180813773,0.5491153708,3.078017067,0.955976808,1,-0.04402319202,0.001938041436,,-0.003705445331,-0.02149158292,-0.01000470239,-0.01445123679,-0.004446534398
,74,6,2.7,5.1,1.6,1,,0.3792019281,-0.02576954476,0.06828133852,0.519526501,0.5495600242,3.937825468,0.9808820675,1,-0.01911793249,0.0003654953426,,-0.0007170156545,-0.004302093927,-0.001935942267,-0.003656779838,-0.001147225047
,75,5.4,3,4.5,1.5,1,,0.3792736297,-0.02533933537,0.06847493275,0.519892179,0.5496747467,3.611892943,0.9737091824,1,-0.02629081756,0.0006912070878,,-0.001346069377,-0.007268774634,-0.00403820813,-0.006057312195,-0.002019104065
,76,6,3.4,4.5,1.6,1,,0.3794082366,-0.02461245791,0.06887875356,0.5204979102,0.5498766571,3.687964499,0.9755879749,1,-0.02441202507,0.0005959469681,,-0.001162797392,-0.00697678435,-0.003953511131,-0.005232588262,-0.001860475827
,77,6.7,3.1,4.7,1.5,1,,0.3795245164,-0.02391477947,0.06927410468,0.5210211691,0.5500627047,3.70793877,0.9760591917,1,-0.02394080827,0.0005731623006,,-0.001118880664,-0.007496500446,-0.003468530057,-0.005258739119,-0.001678320995
,78,6.3,2.3,4.4,1.3,1,,0.3796364044,-0.02316512943,0.06962095768,0.521547043,0.5502305368,3.403930979,0.9678271625,1,-0.03217283753,0.001035091475,,-0.00200357929,-0.01262254952,-0.004608232366,-0.008815748875,-0.002604653077
,79,5.6,3,4.1,1.3,1,,0.3798367624,-0.02190287448,0.07008178092,0.5224286179,0.5504910021,3.325021644,0.9652772959,1,-0.03472270408,0.001205666179,,-0.002327604378,-0.01303458452,-0.006982813133,-0.009543177949,-0.003025885691
,80,5.5,2.5,4,1.3,1,,0.3800695228,-0.02059941602,0.07078006223,0.5233829356,0.5507935907,3.253286301,0.9627910219,1,-0.03720897814,0.001384508054,0.4498886551,-0.002665983849,-0.01466291117,-0.006664959623,-0.0106639354,-0.003465779004
epoch 2,1,5.1,3.5,1.4,0.2,0,,0.3803361212,-0.01913312491,0.0714465582,0.5244493292,0.5511401686,1.377277232,0.7985533558,1,0.7985533558,0.6376874621,,0.2569199985,1.310291993,0.8992199949,0.359687998,0.05138399971
,2,4.9,3,1.4,0.2,0,,0.3546441213,-0.1501623242,-0.01847544129,0.4884805294,0.5460017686,0.356495504,0.5881918305,1,0.5881918305,0.3459696294,,0.2849462396,1.396236574,0.8548387188,0.3989247355,0.05698924792
,3,4.7,3.2,1.3,0.2,0,,0.3261494974,-0.2897859816,-0.1039593132,0.4485880558,0.5403028438,-0.6772893768,0.3368665539,0,0.3368665539,0.1134790751,,0.1505035403,0.7073666394,0.4816113289,0.1956546024,0.03010070806
,4,4.6,3.1,1.5,0.2,0,,0.3110991434,-0.3605226455,-0.1521204461,0.4290225956,0.537292773,-1.067885961,0.2558053238,0,0.2558053238,0.06543636369,,0.09739478698,0.4480160201,0.3019238396,0.1460921805,0.0194789574
,5,5,3.6,1.4,0.2,0,,0.3013596647,-0.4053242475,-0.18231283,0.4144133776,0.5353448773,-1.694340057,0.1552059327,0,0.1552059327,0.02408888155,,0.04070028844,0.2035014422,0.1465210384,0.05698040382,0.008140057688
,6,5.4,3.9,1.7,0.4,0,,0.2972896358,-0.4256743917,-0.1969649339,0.4087153372,0.5345308715,-1.8608869,0.13459971,0,0.13459971,0.01811708194,,0.03135705593,0.169328102,0.1222925181,0.05330699509,0.01254282237
,7,4.6,3.4,1.4,0.3,0,,0.2941539302,-0.4426072019,-0.2091941857,0.4033846377,0.5332765893,-1.728377961,0.150795174,0,0.150795174,0.0227391845,,0.03862045043,0.177654072,0.1313095315,0.0540686306,0.01158613513
,8,5,3.4,1.5,0.2,0,,0.2902918852,-0.4603726091,-0.2223251388,0.3979777746,0.5321179757,-2.064086375,0.112636751,0,0.112636751,0.01268703769,,0.02251602196,0.1125801098,0.07655447467,0.03377403294,0.004503204392
,9,4.4,2.9,1.4,0.2,0,,0.288040283,-0.4716306201,-0.2299805863,0.3946003713,0.5316676553,-1.795304095,0.1424236563,0,0.1424236563,0.02028449787,,0.03479101103,0.1530804485,0.100893932,0.04870741544,0.006958202206
,10,4.9,3.1,1.5,0.1,0,,0.2845611819,-0.486938665,-0.2400699795,0.3897296298,0.5309718351,-2.207963585,0.09903763253,0,0.09903763253,0.009808452657,,0.01767409345,0.08660305792,0.05478968971,0.02651114018,0.001767409345
,11,5.4,3.7,1.5,0.2,0,,0.2827937725,-0.4955989708,-0.2455489485,0.3870785158,0.5307950942,-2.615194986,0.06816687619,0,0.06816687619,0.004646723009,,0.008659940834,0.0467636805,0.03204178109,0.01298991125,0.001731988167
,12,4.8,3.4,1.6,0.2,0,,0.2819277785,-0.5002753388,-0.2487531266,0.3857795246,0.5306218953,-2.24178286,0.09606061916,0,0.09606061916,0.009227642554,,0.01668245899,0.08007580317,0.05672036058,0.02669193439,0.003336491799
,13,4.8,3,1.4,0.1,0,,0.2802595326,-0.5082829191,-0.2544251626,0.3831103312,0.5302882462,-2.333390679,0.08839505611,0,0.08839505611,0.007813685945,,0.01424598947,0.06838074948,0.04273796842,0.01994438526,0.001424598947
,14,4.3,3,1.1,0.1,0,,0.2788349336,-0.5151209941,-0.2586989595,0.3811158927,0.5301457863,-2.240040159,0.09621204963,0,0.09621204963,0.009256758494,,0.01673229357,0.07194886236,0.05019688072,0.01840552293,0.001673229357
,15,5.8,4,1.2,0.2,0,,0.2771617042,-0.5223158803,-0.2637186475,0.3792753404,0.5299784633,-3.246018891,0.0374702067,0,0.0374702067,0.00140401639,,0.002702815211,0.01567632822,0.01081126084,0.003243378253,0.0005405630422
,16,5.7,4.4,1.5,0.4,0,,0.2768914227,-0.5238835131,-0.2647997736,0.3789510025,0.529924407,-3.09396734,0.04335678328,0,0.04335678328,0.001879810657,,0.003596616227,0.02050071249,0.0158251114,0.00539492434,0.001438646491
,17,5.4,3.9,1.3,0.4,0,,0.2765317611,-0.5259335844,-0.2663822848,0.3784115101,0.5297805424,-2.898553325,0.05222512373,0,0.05222512373,0.002727463549,,0.005170042855,0.02791823142,0.02016316713,0.006721055711,0.002068017142
,18,5.1,3.5,1.4,0.3,0,,0.2760147568,-0.5287254075,-0.2683986015,0.3777394045,0.5295737407,-2.672172638,0.06463549149,0,0.06463549149,0.00417774676,,0.007815432089,0.03985870366,0.02735401231,0.01094160492,0.002344629627
,19,5.7,3.8,1.7,0.3,0,,0.2752332136,-0.5327112779,-0.2711340027,0.376645244,0.5293392777,-2.992431583,0.04776896253,0,0.04776896253,0.002281873782,,0.004345742077,0.02477072984,0.01651381989,0.00738776153,0.001303722623
,20,5.1,3.8,1.5,0.3,0,,0.2747986394,-0.5351883509,-0.2727853847,0.3759064679,0.5292089054,-2.768624039,0.05904341179,0,0.05904341179,0.003486124475,,0.006560583585,0.03345897628,0.02493021762,0.009840875377,0.001968175075
,21,5.4,3.4,1.7,0.2,0,,0.274142581,-0.5385342485,-0.2752784065,0.3749223804,0.5290120879,-2.826718479,0.05589732087,0,0.05589732087,0.00312451048,,0.005899717431,0.03185847413,0.02005903926,0.01002951963,0.001179943486
,22,5.1,3.7,1.5,0.4,0,,0.2735526093,-0.5417200959,-0.2772843104,0.3739194284,0.5288940936,-2.742735048,0.06049826104,0,0.06049826104,0.003660039589,,0.006877227116,0.03507385829,0.02544574033,0.01031584067,0.002750890847
,23,4.6,3.6,1,0.2,0,,0.2728648866,-0.5452274818,-0.2798288844,0.3728878443,0.5286190045,-2.763953868,0.05930340873,0,0.05930340873,0.003516894287,,0.006616660935,0.0304366403,0.02381997937,0.006616660935,0.001323332187
,24,5.1,3.3,1.7,0.5,0,,0.2722032205,-0.5482711458,-0.2822108824,0.3722261782,0.5284866713,-2.558247696,0.07187434804,0,0.07187434804,0.005165921906,,0.009589249273,0.04890517129,0.0316445226,0.01630172376,0.004794624637
,25,4.8,3.4,1.9,0.2,0,,0.2712442956,-0.5531616629,-0.2853753346,0.3705960059,0.5280072088,-2.544473971,0.07279860719,0,0.07279860719,0.005299637208,,0.009827662002,0.04717277761,0.03341405081,0.0186725578,0.0019655324
,26,5,3,1.6,0.2,0,,0.2702615294,-0.5578789407,-0.2887167397,0.3687287501,0.5278106556,-2.689755262,0.06358058802,0,0.06358058802,0.004042491173,,0.007570934414,0.03785467207,0.02271280324,0.01211349506,0.001514186883
,27,5,3.4,1.6,0.4,0,,0.2695044359,-0.5616644079,-0.29098802,0.3675174006,0.5276592369,-2.729085336,0.06127875655,0,0.06127875655,0.003755086004,,0.007049958006,0.03524979003,0.02396985722,0.01127993281,0.002819983202
,28,5.2,3.5,1.5,0.2,0,,0.2687994401,-0.5651893869,-0.2933850058,0.3663894073,0.5273772386,-3.041973333,0.04556527534,0,0.04556527534,0.002076194317,,0.003963183902,0.02060855629,0.01387114366,0.005944775853,0.0007926367804
,29,5.2,3.4,1.4,0.2,0,,0.2684031217,-0.5672502425,-0.2947721201,0.3657949297,0.5272979749,-3.065950851,0.04453380367,0,0.04453380367,0.00198325967,,0.003789875146,0.01970735076,0.0128855755,0.005305825204,0.0007579750291
,30,4.7,3.2,1.6,0.2,0,,0.2680241342,-0.5692209776,-0.2960606777,0.3652643472,0.5272221774,-2.664841238,0.06508014869,0,0.06508014869,0.004235425754,,0.007919567231,0.03722196599,0.02534261514,0.01267130757,0.001583913446
